id,web_name,full_name,team_short,team_name,position,price,price_change_this_gw,price_change_season,status,chance_playing_this_round,chance_playing_next_round,news,news_added,total_points,event_points,points_per_game,form,ep_next,ep_this,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,defensive_contribution_per_90,influence,creativity,threat,ict_index,selected_by_percent,transfers_in_event,transfers_out_event,value_season,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,dreamteam_count
76,Tóth.A,Alex Tóth,BOU,Bournemouth,MID,5.0,0.0,0.0,a,,,,,1,1,1.0,1.0,1.5,1.5,15,0,0,0,0,2,0,0,0,0,0,0,0,5,0.00,0.00,0.00,0.31,0,1,1,2,12.0,2.8,0.6,0.0,0.3,0.0,68,90,0.2,,,,0
77,Adli,Amine Adli,BOU,Bournemouth,MID,5.0,0.0,0.0,i,0,0,Unspecified injury - Unknown return date,2026-08-15T16:00:07.590566Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,33,725,0.0,,,,0
78,Kroupi.Jr,Junior Kroupi,BOU,Bournemouth,MID,7.5,0.0,0.0,i,0,0,Foot injury - Unknown return date,2026-07-29T17:30:09.796802Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.4,356,9557,0.0,,,1,0
79,Evanilson,Francisco Evanilson de Lima Barbosa,BOU,Bournemouth,FWD,6.0,0.0,0.0,a,,,,,4,4,4.0,4.0,2.0,2.0,74,1,0,1,1,0,0,0,0,1,0,0,0,17,0.00,0.21,0.21,1.94,4,3,1,8,9.73,19.4,11.9,2.0,3.3,2.7,39107,10403,0.7,,,,0
80,Enes Ünal,Enes Ünal,BOU,Bournemouth,FWD,5.5,0.0,0.0,u,0,0,Has joined Getafe permanently,2026-08-14T14:14:21.881112Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,780,0.0,,,,0
81,Rodríguez,Álvaro Rodríguez,BOU,Bournemouth,FWD,6.0,0.0,0.0,a,75,100,,2026-08-15T16:30:07.054142Z,0,0,0.0,0.0,2.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,571,799,0.0,,,,0
566,Silva,António João Pereira de Albuquerque Tavares da Silva,BOU,Bournemouth,DEF,5.0,0.0,0.0,a,,,,,2,2,2.0,2.0,2.2,2.2,90,1,0,0,0,2,0,0,0,1,0,0,0,5,0.00,0.00,0.00,2.25,13,1,0,13,13.0,31.4,0.3,0.0,3.2,0.3,3672,1195,0.4,,,,0
573,Sanchez,Juanlu Sánchez,BOU,Bournemouth,DEF,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,350,864,0.0,,,,0
608,Jebbison,Daniel Jebbison,BOU,Bournemouth,FWD,5.0,0.0,0.0,a,,,,,1,1,1.0,1.0,1.4,1.4,15,0,0,0,0,2,0,0,0,0,0,0,0,6,0.10,0.00,0.10,0.31,0,1,0,1,6.0,3.4,0.8,17.0,2.1,0.0,1206,185,0.2,,,,0
82,Kelleher,Caoimhín Kelleher,BRE,Brentford,GKP,5.0,0.0,0.0,a,,,,,7,7,7.0,7.0,2.6,2.6,90,1,0,0,1,0,0,0,0,0,0,4,0,34,0.00,0.01,0.01,0.57,0,5,0,0,0.0,31.4,0.0,0.0,3.1,6.3,46513,10411,1.4,,,,0
83,Valdimarsson,Hákon Rafn Valdimarsson,BRE,Brentford,GKP,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.9,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,410,528,0.0,,,,0
84,Collins,Nathan Collins,BRE,Brentford,DEF,5.5,0.0,0.0,a,,,,,6,6,6.0,6.0,2.5,2.5,90,1,0,0,1,0,0,0,0,0,0,0,0,21,0.34,0.04,0.38,0.57,3,3,0,3,3.0,11.6,21.5,17.0,5.0,2.0,15621,5078,1.1,,,,0
85,Van den Berg,Sepp van den Berg,BRE,Brentford,DEF,5.0,0.0,0.0,i,0,0,Groin injury - Unknown return date,2026-08-15T15:30:06.416627Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,115,2987,0.0,,,,0
86,Lewis-Potter,Keane Lewis-Potter,BRE,Brentford,MID,5.5,0.0,0.0,a,,,,,10,10,10.0,10.0,2.0,2.0,90,1,1,0,1,0,0,0,0,0,0,0,2,37,0.77,0.12,0.89,0.57,4,5,1,10,10.0,47.2,15.9,19.0,8.2,0.8,24807,3660,1.8,,1,,0
87,Ajer,Kristoffer Ajer,BRE,Brentford,DEF,4.5,0.0,0.0,a,,,,,8,8,8.0,8.0,1.7,1.7,90,1,0,0,1,0,0,0,0,0,0,0,0,29,0.11,0.02,0.13,0.57,8,3,2,10,10.0,20.0,0.9,35.0,5.6,3.8,33806,6590,1.8,,,,0
88,Kayode,Michael Kayode,BRE,Brentford,DEF,4.5,0.0,0.0,a,,,,,13,13,13.0,13.0,1.7,1.7,75,1,1,0,1,0,0,0,0,0,0,0,1,36,0.50,0.00,0.50,0.47,4,5,0,4,4.8,33.8,1.5,46.0,8.1,6.0,209053,10685,2.9,,,,1
89,Henry,Rico Henry,BRE,Brentford,DEF,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,399,1332,0.0,,,,0
90,Hickey,Aaron Hickey,BRE,Brentford,DEF,4.5,0.0,0.0,a,,,,,1,1,1.0,1.0,1.7,1.7,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0.00,0.00,0.00,0.10,0,2,0,0,0.0,0.0,0.3,0.0,0.0,0.1,381,345,0.2,,,,0
91,Pinnock,Ethan Pinnock,BRE,Brentford,DEF,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,287,610,0.0,,,,0
92,Ji-soo,Kim Ji-soo,BRE,Brentford,DEF,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,85,126,0.0,,,,0
93,Schuster,Jannik Schuster,BRE,Brentford,DEF,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,107,720,0.0,,,,0
94,Schade,Kevin Schade,BRE,Brentford,MID,6.0,0.0,0.0,a,,,,,3,3,3.0,3.0,2.2,2.2,90,1,0,0,1,0,0,0,0,0,0,0,0,17,0.52,0.01,0.53,0.57,1,5,3,9,9.0,14.4,11.8,59.0,8.5,3.5,12945,14631,0.5,,,2,0
95,O.Dango,Dango Ouattara,BRE,Brentford,MID,6.5,0.0,0.0,a,,,,,3,3,3.0,3.0,2.3,2.3,66,1,0,0,1,0,0,0,0,0,0,0,0,6,0.05,0.29,0.34,0.47,2,4,0,6,8.18,1.0,30.8,15.0,4.7,1.2,4483,6010,0.5,2,,,0
96,Damsgaard,Mikkel Damsgaard,BRE,Brentford,MID,5.5,0.0,0.0,a,,,,,1,1,1.0,1.0,2.0,2.0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,0.11,0.11,0.10,0,3,1,4,25.71,7.6,26.3,0.0,3.4,0.6,1260,4657,0.2,3,3,,0
97,Jensen,Mathias Jensen,BRE,Brentford,MID,5.5,0.0,0.0,a,,,,,6,6,6.0,6.0,2.0,2.0,66,1,0,1,1,0,0,0,0,0,0,0,0,22,0.08,0.34,0.42,0.47,0,3,2,5,6.82,12.6,46.2,13.0,7.2,0.2,2173,791,1.1,1,2,3,0
98,Janelt,Vitaly Janelt,BRE,Brentford,MID,5.0,0.0,0.0,a,,,,,9,9,9.0,9.0,1.5,1.5,90,1,1,0,1,0,0,0,0,1,0,0,0,35,0.39,0.17,0.56,0.57,6,3,4,13,13.0,53.2,38.8,24.0,11.6,0.3,15974,2074,1.8,4,,,0
99,Milambo,Antoni Milambo,BRE,Brentford,MID,5.0,0.0,0.0,i,0,0,Knee injury - Unknown return date,2026-07-23T12:01:23.384798Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,21,32,0.0,,,,0
100,Carvalho,Fábio Freitas Gouveia Carvalho,BRE,Brentford,MID,5.0,0.0,0.0,a,75,100,,2026-08-18T13:58:17.442072Z,0,0,0.0,0.0,1.5,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,32,186,0.0,,,,0
102,Yarmoliuk,Yehor Yarmoliuk,BRE,Brentford,MID,5.0,0.0,0.0,a,,,,,1,1,1.0,1.0,1.5,1.5,23,0,0,0,0,0,0,0,0,0,0,0,0,7,0.04,0.00,0.04,0.10,1,3,2,6,23.48,2.2,0.8,3.0,0.6,1.2,496,7865,0.2,,,,0
103,Dasilva,Josh Dasilva,BRE,Brentford,MID,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,122,217,0.0,,,,0
105,Anthony,Jaidon Anthony,BRE,Brentford,MID,6.0,0.0,0.0,a,,,,,1,1,1.0,1.0,2.2,2.2,23,0,0,0,0,0,0,0,0,0,0,0,0,9,0.03,0.35,0.38,0.10,0,6,2,8,31.3,10.6,34.9,1.0,4.7,0.2,953,1413,0.2,,,,0
106,Thiago,Igor Thiago Nascimento Rodrigues,BRE,Brentford,FWD,8.0,0.0,0.0,a,,,,,0,0,0.0,0.0,2.5,2.5,82,1,0,0,1,0,0,0,1,0,0,0,0,-3,1.00,0.08,1.08,0.50,1,4,0,5,5.49,2.2,4.0,8.0,1.4,17.0,58229,79050,0.0,,,1,0
107,Furo,Kaye Furo,BRE,Brentford,FWD,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.9,5144,5243,0.0,,,,0
108,Wilson,Callum Wilson,BRE,Brentford,FWD,5.5,0.0,0.0,a,,,,,1,1,1.0,1.0,1.8,1.8,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0.03,0.04,0.07,0.07,0,0,0,0,0.0,2.2,10.3,5.0,1.8,0.4,2518,2965,0.2,,,,0
565,M.Sangaré,Mamadou Sangaré,BRE,Brentford,MID,5.5,0.0,0.0,a,,,,,14,14,14.0,14.0,2.0,2.0,75,1,0,2,1,0,0,0,0,0,0,0,3,41,0.05,0.33,0.38,0.47,4,7,2,13,15.6,31.6,21.8,21.0,7.4,6.6,267987,11503,2.5,,,,1
109,Verbruggen,Bart Verbruggen,BHA,Brighton,GKP,4.5,0.0,0.0,a,,,,,6,6,6.0,6.0,1.9,1.9,90,1,0,0,1,0,0,0,0,0,0,0,0,25,0.00,0.00,0.00,0.29,0,4,0,0,0.0,6.6,0.0,0.0,0.7,21.6,50731,23977,1.3,,,,0
111,Steele,Jason Steele,BHA,Brighton,GKP,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,4.1,6194,8103,0.0,,,,0
113,F.Kadıoğlu,Ferdi Kadıoğlu,BHA,Brighton,DEF,4.5,0.0,0.0,d,,75,Unspecified injury - 75% chance of playing,2026-08-23T13:00:07.595211Z,0,0,0.0,0.0,1.3,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,2.5,1983,35182,0.0,3,,,0
114,Boscagli,Olivier Boscagli,BHA,Brighton,DEF,4.5,0.0,0.0,a,,,,,6,6,6.0,6.0,1.7,1.7,90,1,0,0,1,0,0,0,0,0,0,0,0,29,0.00,0.04,0.04,0.29,5,4,1,6,6.0,15.2,7.3,6.0,2.9,0.3,2071,777,1.3,,,,0
115,De Cuyper,Maxim De Cuyper,BHA,Brighton,DEF,4.5,0.0,0.0,a,,,,,17,17,17.0,17.0,1.7,1.7,77,1,1,1,1,0,0,0,0,0,0,0,2,46,1.47,0.21,1.68,0.29,1,3,3,4,4.68,40.6,45.3,43.0,12.9,5.9,327618,10210,3.8,2,4,,1
116,Dunk,Lewis Dunk,BHA,Brighton,DEF,4.5,0.0,0.0,a,,,,,6,6,6.0,6.0,1.7,1.7,90,1,0,0,1,0,0,0,0,0,0,0,0,24,0.00,0.04,0.04,0.29,1,2,1,2,2.0,13.4,6.4,0.0,2.0,1.1,7656,2847,1.3,,3,,0
117,Coppola,Diego Coppola,BHA,Brighton,DEF,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,122,140,0.0,,,,0
118,Igor,Igor Julio dos Santos de Paulo,BHA,Brighton,DEF,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,354,556,0.0,,,,0
119,Costinha,João Pedro Loureiro da Costa,BHA,Brighton,DEF,4.5,0.0,0.0,a,,,,,1,1,1.0,1.0,1.7,1.7,26,0,0,0,0,0,0,0,0,0,0,0,0,7,0.12,0.00,0.12,0.10,3,0,1,4,13.85,8.2,1.9,18.0,2.8,0.0,189,125,0.2,,,,0
120,Svoboda,Michael Svoboda,BHA,Brighton,DEF,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,603,450,0.0,,,,0
121,Mitoma,Mitoma Kaoru,BHA,Brighton,MID,6.0,0.0,0.0,i,0,0,Hamstring injury - Unknown return date,2026-07-24T18:30:10.661894Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,123,875,0.0,,,,0
122,Minteh,Yankuba Minteh,BHA,Brighton,MID,6.0,0.0,0.0,i,0,0,Leg injury - Expected back 28 Nov,2026-08-14T18:00:06.418033Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,113,2541,0.0,5,,,0
123,Hinshelwood,Jack Hinshelwood,BHA,Brighton,MID,6.0,0.0,0.0,a,,,,,16,16,16.0,16.0,2.2,2.2,63,1,2,0,1,0,0,0,0,0,0,0,3,54,1.41,0.02,1.43,0.19,0,1,2,3,4.29,72.8,13.4,59.0,14.5,1.9,100483,10424,2.7,,,,1
124,Groß,Pascal Groß,BHA,Brighton,MID,5.5,0.0,0.0,a,,,,,2,2,2.0,2.0,2.0,2.0,90,1,0,0,1,0,0,0,0,1,0,0,0,18,0.00,0.27,0.27,0.29,0,2,3,5,5.0,21.0,56.9,8.0,8.6,13.4,14754,64811,0.4,1,1,1,0
125,Georginio,Georginio Rutter,BHA,Brighton,FWD,5.5,0.0,0.0,a,,,,,5,5,5.0,5.0,1.8,1.8,90,1,0,1,1,0,0,0,0,0,0,0,0,22,0.08,0.44,0.52,0.29,1,4,2,7,7.0,19.8,11.4,15.0,4.6,1.1,18895,5238,0.9,,,,0
126,O'Riley,Matt O'Riley,BHA,Brighton,MID,5.5,0.0,0.0,a,,,,,0,0,0.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,427,862,0.0,,,3,0
127,Gomez,Diego Gómez Amarilla,BHA,Brighton,MID,5.0,0.0,0.0,a,,,,,6,6,6.0,6.0,1.5,1.5,85,1,0,1,1,0,0,0,0,0,0,0,0,27,0.18,0.48,0.66,0.29,2,1,3,6,6.35,33.0,25.1,41.0,9.9,3.8,11943,9495,1.2,,5,,0
128,Buonanotte,Facundo Buonanotte,BHA,Brighton,MID,5.0,0.0,0.0,u,0,0,Has joined Elche on loan for the rest of the season,2026-08-10T14:03:07.561436Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,131,0.0,,,,0
129,Ayari,Yasin Ayari,BHA,Brighton,MID,5.5,0.0,0.0,a,,,,,2,2,2.0,2.0,2.0,2.0,63,1,0,0,1,0,0,0,0,1,0,0,0,8,0.11,0.03,0.14,0.19,1,3,0,4,5.71,0.0,15.0,6.0,1.7,0.7,2112,4501,0.4,4,2,,0
130,Wieffer,Mats Wieffer,BHA,Brighton,DEF,5.0,0.0,0.0,a,,,,,7,7,7.0,7.0,2.2,2.2,77,1,0,0,1,0,0,0,0,0,0,0,1,32,0.09,0.05,0.14,0.29,4,5,4,8,9.35,16.6,26.3,6.0,4.9,0.4,8981,1659,1.4,,,,0
131,Baleba,Carlos Baleba,BHA,Brighton,MID,5.0,0.0,0.0,i,0,0,Ankle injury - Unknown return date,2026-08-06T16:00:10.997714Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,1614,2879,0.0,,,,0
132,Howell,Harry Howell,BHA,Brighton,MID,4.5,0.0,0.0,u,0,0,Has joined Leicester City on loan for the rest of the season,2026-08-17T13:53:19.019938Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0,1135,0.0,,,,0
133,Watson,Tom Watson,BHA,Brighton,MID,5.0,0.0,0.0,u,0,0,Has joined Leicester City on loan for the rest of the season,2026-08-03T14:05:44.459483Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,40,0.0,,,,0
134,Oriola,Nehemiah Oriola,BHA,Brighton,MID,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,1127,1709,0.0,,,,0
135,Yohanna,Zadok Yohanna,BHA,Brighton,MID,5.0,0.0,0.0,a,,,,,1,1,1.0,1.0,1.5,1.5,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0.00,0.03,0.03,0.00,0,0,0,0,0.0,0.2,1.3,0.0,0.2,0.1,245,514,0.2,,,,0
137,Tzimas,Stefanos Tzimas,BHA,Brighton,FWD,5.5,0.0,0.0,i,0,0,Knee injury - Unknown return date,2026-07-23T12:01:23.432796Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,62,160,0.0,,,,0
138,Kostoulas,Charalampos Kostoulas,BHA,Brighton,FWD,5.5,0.0,0.0,a,,,,,1,1,1.0,1.0,1.8,1.8,26,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.18,0.00,0.18,0.10,0,1,1,2,6.92,0.0,0.4,10.0,0.9,0.2,573,1265,0.2,,,,0
139,Ferguson,Evan Ferguson,BHA,Brighton,FWD,5.0,0.0,0.0,i,0,0,Ankle injury - Expected back 10 Oct,2026-07-23T12:01:23.448357Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,232,445,0.0,,,,0
328,Struijk,Pascal Struijk,BHA,Brighton,DEF,5.0,0.0,0.0,a,100,100,,2026-08-15T20:30:07.523574Z,0,0,0.0,0.0,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,1106,1570,0.0,,,,0
504,Vuskovic,Luka Vušković,BHA,Brighton,DEF,5.0,0.0,0.0,a,,,,,6,6,6.0,6.0,2.2,2.2,90,1,0,0,1,0,0,0,0,0,0,0,0,19,0.13,0.03,0.16,0.29,4,2,0,4,4.0,12.4,4.5,12.0,2.9,2.5,15531,6938,1.2,,,,0
594,David,Promise David,BHA,Brighton,FWD,6.0,0.0,0.0,a,,,,,0,0,0.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,1784,2324,0.0,,,2,0
600,Osman,Ibrahim Osman,BHA,Brighton,MID,5.0,0.0,0.0,a,,,,,1,1,1.0,1.0,1.5,1.5,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0.00,0.05,0.05,0.00,0,2,0,2,15.0,4.2,15.4,4.0,2.4,0.0,155,94,0.2,,,,0
605,Yalcouyé,Malick Yalcouyé,BHA,Brighton,MID,4.5,0.0,0.0,a,,,,,1,1,1.0,1.0,1.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0.00,0.01,0.01,0.00,0,0,0,0,0.0,0.6,2.7,0.0,0.3,0.1,2311,444,0.2,,,,0
40,Rogers,Morgan Rogers,CHE,Chelsea,MID,7.5,0.0,0.0,a,,,,,8,8,8.0,8.0,2.6,2.6,81,1,1,0,0,2,0,0,0,0,0,0,1,37,0.96,0.10,1.06,1.24,0,5,2,7,7.78,48.8,53.5,29.0,13.1,25.6,142771,38382,1.1,4,,,0
101,Henderson,Jordan Henderson,CHE,Chelsea,MID,5.0,0.0,0.0,d,75,75,Wrist injury - 75% chance of playing,2026-08-09T09:30:07.136250Z,0,0,0.0,0.0,1.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,165,458,0.0,,,,0
136,Welbeck,Danny Welbeck,CHE,Chelsea,FWD,6.0,0.0,0.0,a,75,100,,2026-08-20T14:00:07.949090Z,0,0,0.0,0.0,2.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,878,15415,0.0,,,,0
140,Sánchez,Robert Lynch Sánchez,CHE,Chelsea,GKP,5.0,0.0,0.0,a,,,,,2,2,2.0,2.0,2.6,2.6,90,1,0,0,0,2,0,0,0,0,0,4,0,6,0.00,0.01,0.01,1.33,1,5,0,0,0.0,21.4,0.0,0.0,2.1,2.4,6179,11483,0.4,,,,0
141,Jörgensen,Filip Jörgensen,CHE,Chelsea,GKP,5.0,0.0,0.0,u,0,0,Has joined RC Strasbourg on loan for the rest of the season,2026-08-12T14:07:02.607115Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,405,0.0,,,,0
142,James,Reece James,CHE,Chelsea,DEF,5.5,0.0,0.0,a,,,,,0,0,0.0,0.0,2.5,2.5,90,1,0,0,0,2,0,0,0,1,0,0,0,5,0.10,0.07,0.17,1.33,6,4,0,6,6.0,23.4,16.8,19.0,5.9,10.2,42287,46833,0.0,1,1,,0
143,Chalobah,Trevoh Chalobah,CHE,Chelsea,DEF,5.5,0.0,0.0,u,0,0,Has joined Como permanently,2026-08-10T14:03:50.769483Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0,6120,0.0,,,,0
144,Gusto,Malo Gusto,CHE,Chelsea,DEF,5.0,0.0,0.0,a,,,,,1,1,1.0,1.0,2.2,2.2,75,1,0,0,0,2,0,0,0,0,0,0,0,2,0.00,0.03,0.03,1.11,2,4,1,3,3.6,7.2,9.8,6.0,2.3,1.2,8815,6637,0.2,,,,0
145,Fofana,Wesley Fofana,CHE,Chelsea,DEF,5.0,0.0,0.0,a,0,100,,2026-07-23T12:01:23.464591Z,0,0,0.0,0.0,2.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,422,167,0.0,,,,0
146,B.Badiashile,Benoît Badiashile Mukinayi,CHE,Chelsea,DEF,4.5,0.0,0.0,u,,0,Has joined Napoli on loan for the rest of the season,2026-08-25T14:03:47.079414Z,0,0,0.0,0.0,0.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,232,402,0.0,,,,0
147,Tosin,Tosin Adarabioyo,CHE,Chelsea,DEF,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,196,1235,0.0,,,,0
148,Hato,Jorrel Hato,CHE,Chelsea,DEF,4.5,0.0,0.0,a,,,,,1,1,1.0,1.0,1.7,1.7,64,1,0,0,0,2,0,0,0,0,0,0,0,5,0.01,0.03,0.04,1.05,1,2,2,3,4.22,8.4,12.3,11.0,3.2,0.5,2630,2740,0.2,,,,0
149,Colwill,Levi Samuels Colwill,CHE,Chelsea,DEF,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,2.2,2.2,90,1,0,0,0,2,0,0,0,1,0,0,0,6,0.01,0.03,0.04,1.33,2,3,2,4,4.0,6.0,1.6,7.0,1.5,1.6,7646,10504,0.0,,,,0
